text,label
@markcullum1 - Because it's #microsoft.....,neutral
@HOLLYcash mann u can have ah olelady but them hoes for everybody son I been doin dis u stop catchin feelings its #twitter,neutral
"Steve Ballmer Says ""Luck"" Kept Microsoft From Buying Yahoo In 2008 http://t.co/9sDNmC0Y #Microsoft #Yahoo",neutral
#Oferta #Empleo Product Manager de Soluciones #IT http://t.co/xfZicBqO #trabajo #marketing #microsoft,irrelevant
Houston we have a problem!! My iPad has been restoring for 12+ hours after installing @apple IOS5. This can't be right....,negative
"Can Bill Gross Take On #Facebook, #Twitter & #Google+ With Chime.in? - Forbes http://t.co/pG5uHrmI #socialmedia",neutral
En daar gaan we weer: *pakt vergrootglas erbij* zoeken naar die leuke nieuwe collega! http://t.co/jy7fBeID #vacature #microsoft,irrelevant
- It's So Funny Because She Got A #Twitter Now Lol.,neutral
"#HEUTE - #Microsoft #Office #2010 Home & Student Product Key Card [1 User] - statt 149€ nur 89,99€ - http://t.co/tdMFe0nI",neutral
RT @mashable #Google Launches #Android Ice Cream Sandwich OS http://t.co/zxfeb0ld,neutral
Did a couple of changes..#Twitter,neutral
RT @RoseDC11: Watch this heartbreaking story happening in Australia!The QLD Premier refuses to allow this dying man’s children who are in N…,positive
Got to do it!RT @ElderMLTillerJr: I am cracking up at @BishopWSThomas advertising for #Twitter LOL,neutral
"#twitter Scientists Use Twitter To Track Flu Epidemics, How to Stay Healthy This Flu Season (RT This) http://t.co/ZhgyinIi",neutral
@jordan_marino24 Definitely one of my favourites but goal alone I prefer Netherlands one.,negative
goodnite #twitter (:,neutral
#ooff #TWITTER     NOS VEMOS,irrelevant
yumyumyum...I want Ice Cream Sandwich... #google #android,positive
"The fact that #Microsoft are using a #QRCode alongside one of their colour code shows the format is failing, opinions? http://t.co/BlhHGOpo",negative
To gostando do Android 4.0  #google #android,irrelevant
"Been MIA from Twitter.. But now Tweeting from my new @apple iPhone! :) #finallycool #notreally well, It IS ..I'm not :) #stilllearning",neutral
Shoutout to our New Twitter Friends &  #WelcomeToTwitter! Thanks to everyone following @xrvolume - #myspace #wordpress #Google+,irrelevant
RT @twandroid: Galaxy Nexus annoncé  : #nexusprime #google http://t.co/IrMPjoiS,irrelevant
"Samsung Galaxy Nexus - el nuevo smartphone oficial Google con Android 4.0 ""Ice-Cream Sandwich"" http://t.co/JXyHhfNV #Google #Android",irrelevant
RT @thedroidguy: #Google announces dates for 2012 IO http://t.co/90xoKyQN,neutral
#Everybody on #twitter go in tha.#bathroom and say #bloodymary3 times wit tha light off,neutral
"RT @sholliman: #SIGSource #Microsoft's Tami Reller says get on the bus and if you don't want to be on the bus, get off the road.",neutral
RT @ijnetEs: Cinco herramientas de #Google que todo periodista debe conocer. http://t.co/ELypfnyG #periodismodigital,irrelevant
IT-Concern enige #Microsoft dienstverlener in Gorinchem met 1 Gold & 3 Silver statussen #pinpoint  http://t.co/ugzVJmmr. Dat zegt genoeg!,irrelevant
Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now,positive
"Ok this @Apple software update for the #iphone is taking waaaaay too long!
#annoyed",negative
Definitivní: #Skype pod #Microsoft. Co to pro nás znamená? - http://t.co/L5f00xew,irrelevant
"search #facebook for ""FACEBOOK/TWITTER INDIE ARTIST MUSIC NETWORK (WORLDWIDE)
"" add yourself for more #twitter followers! network here!",neutral
"""@MuraineR: #Microsoft launching the OmniTouch, how funny I though that was an @ALUEnterprise solution! #copyright http://t.co/k1kDqz04",neutral
@rjakesuk mine is past the warranty and I don't have AppleCare. #ios5 @apple,neutral
#Google has finally unveiled the much awaited #Android OS Ice Cream Sandwich & it sure looks good! http://t.co/sNL38EM1,positive
#itasum11 - Gadgeteer http://t.co/ecWX3Ajl - The New Way to make inspire and stimulate learning #edugeek #kinext #microsoft,neutral
"Buenas noches, sigan pasandosela bn .. ok no #Twitter Off :3",irrelevant
"RT @supercrunched: Bkg: hey deku

Deku: if you shaved your dog again I'm charging you double

Bkg: no it's a real problem this time, this l…",negative
@apple store to get my phone fixed... ppl lined up for 4s http://t.co/aUHQLiVy,neutral
@KylisInATL HEY! Get Back On #Twitter :-),neutral
Ishi o #faceunlock do #icecreamsandwich #android não funcionou no seu lançamento #google,irrelevant
Deux lignes sont affichées sur la première page de GMail pour chaque mail : un aperçu en quelque sorte #google #nexusprime,irrelevant
#FailSteveJobs #Microsoft โดย ARIP ฮาๆ มีสับสนนิดโหน่ย XD cc @failinth =P http://t.co/zPzNMwVe,irrelevant
"RT @NWPinPDX: Rudy Giuliani is making an ass of himself on @MSNBC right now. Won’t answer questions, can’t quite keep both eyes open at onc…",negative
Anyone else having trouble with the (i)Pad #twitter app not updating @'s? I get notified but can't see them in the app.,negative
I can't c it as an important invention ... Siri is an incomparable alternative!  -- PocketTouch http://t.co/4DPIoyqT #MicroSoft #Siri,neutral
Dostupan SDK - WOW R.E.S.P.E.C.T. #Google #IceCreamSandwich,positive
#Microsoft #Opens The Door To Two #Spanish #Entrepreneurs With #Medical #Project ! http://t.co/c97sNizT,positive
Eita q o povo do #twitter foi todos dormir!!!,irrelevant
"Por cierto @Apple, me sigue gustando mas MobileMe que iCloud. La sincronización de mis ordenadores, la gestión de carpetas... nada que ver.",irrelevant
"RT @bestpantsTen: http://t.co/P4m8xvaz #iPads less desired than #Windows tablets, says study #Apple #Microsoft #MS",positive
サムスン電子のスマートフォン新機種「ギャラクシー・ネクサス」、グーグルの基本ソフト（ＯＳ）「アンドロイド」最新版を搭載。「クラウド」活用、音声認識やカメラの機能も向上させた戦略モデル #keizai #sumaho #google　　http://t.co/h822eCym,irrelevant
"¿Desde cuándo #Twitter desactivó para todos la opción ""Los RTs de esta persona aparecerán en tu TL""?",irrelevant
Flowers & Apples shower the Santa Monica @Apple store in honor of #SteveJobs http://t.co/xGf60gMs,neutral
@macworld_brasil vcs conseguiram fazer funcionar o find my Mac? O meu sempre pede para reportar o erro a @Apple !,irrelevant
Have never had such poor customer service at @Apple before! What happened? (@ Apple Store w/ 2 others) http://t.co/GKlXMUi6,negative
"Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/GbKV9pbQ #microsoft",neutral
RT @twandroid: Hugo Barra sur scène #google #nexusprime,irrelevant
People aren't the same as they wanna be perceived on #twitter...Please believe I'm that crazy bitch at work who slaps everyones ass in line,neutral
Do you Share More #jokes #quotes #music #photos or #news #articles on #Facebook or #Twitter?,neutral
"Steve Ballmer: #Nokia to reveal multiple #Windows Phone devices next week, #Microsoft may make their own - http://t.co/KnmpXSW0",neutral
#WTF #Microsoft #sbs2008 #rww only works in #IE. #browserwars,negative
"Google Reveals the Details of Android OS 4.0, Samsung Galaxy Nexus http://t.co/KyxuNP8I #google #android #samsung",neutral
"The Future of #Information: Innovators from #Google, #Microsoft &#Twitter  Nov. 14-18  Info & registration at http://t.co/kJKZ77Zy #UMD",positive
Funny #BillGates #Aprons w/Google #1 ranked #LTCartoon “Got #Microsoft“? http://t.co/CStd8cPM #humor #foodie #microsoft,neutral
@tas82011 Thnx. Isn't #Twitter pretty damn amazing! Hope yr enjoying it. Fast like you and I!,positive
RT @ajrogers Purdie Rogers tribute to #SteveJobs and @apple. We spray painted the Macintosh Plus w.. http://t.co/AlDicTd1,neutral
@daniellegee I have a really nice American flag on a stick and I will not take it to parades anymore.,positive
@eboyee S tim da http://t.co/hX21e1JK daje Server Error :)  #Google #IceCreamSandwich,neutral
Coole 2-minuten VIDEO: Een online check-out in een webwinkel in ‘In Real Life’ #google #webshop http://t.co/E4SnmZtL,irrelevant
"iPhone 4 S now RESERVATION only, if you want to buy it in an @apple store tomorrow you have to reserve online after 9pm tonight",neutral
"さっきスパルガ先生とラーメン屋でmodaについて語っていた@modalnho""ショウケース@apple store 銀座"" 記録 / starring:ichiro_,REPEAT PATTERN,COFFEE SHOPS,moda → http://t.co/zbI6rZ5s",irrelevant
@grahamgoingham it's a true delight to see you on #Twitter. P.S. you rocked the house tonight.,neutral
"I think I'm addicted to checking my #email, #twitter and #facebook",neutral
The official Kalifornia Cavi Mobil App is now available on the app store - powered by @Apple - Download it free http://t.co/HlGnvlRw,neutral
RT @Str8Talk123: Need to step my #twitter game! Where is #teamfollowback #miami #ff  @JAYSCANDRETH  @WhatupHOE1211,neutral
caramba a galera da #google mandou muito bem no novo #android novidades na app da camera estão d+ #soudev \o/ quero o novo Google Nexus :D,irrelevant
Lies @apple. the battery on this new iPhone4S is definitely not any better.,negative
#TweetDeck y #Google+ no están hechos para convivir en armonía.. Las notificaciones aparecen del mismo lado.. =/ Es ver esas o las de face..,irrelevant
"Stay young, stay foolish. But take ownership when u f*ck up, don't complain, and never give up. #resilience @apple",neutral
#twitter #detik Tak Ada Api di TransJ yang Meledak di SPBG Pinang Ranti http://t.co/OTIJLXp7,irrelevant
HTC on ICS: 'reviewing its features and functionality to determine our upgrade plans' http://t.co/UdkGr3Cb  #android #google,neutral
:P RT @eduardo_666_: @AleCP93 Hey broo graxiias por recordarme qe existe #Twitter jajajaja!!! Teniia siglos de no usarlo jajaja!!! :),irrelevant
👦👧👩👨👶👵👴👱👲👳👷💂👸👮..... Um why No black people❔❔❔@Apple,neutral
"#Google ##Mobile Boss Andy Rubin on #Apple, #Microsoft and #Tablets http://t.co/rSnSG5nt #techgadgets #android",neutral
RT @_waleedshahid: Californians on the frontlines of fires and the climate crisis have much less leverage in an Electoral College and Senat…,positive
نظام جديد .. و جهاز جديد شكراً جزيلاً #samsung #google #android,irrelevant
"Hey @Apple, pretty much all your products are amazing. You blow minds every time you launch a new gizmo. That said, your hold music is crap.",neutral
"RT @JoshuaPotash: Just to get this out there before the Post or whoever starts lying: tonight a BLM march went from the Bronx, took the GWB…",negative
Fantastic work from #Samsung and #Google on the #GalaxyNexus superphone and the new #Android #ICS. Very impressive.,positive
Use #Twitter to generate traffic to your website http://t.co/72YmN3kD,neutral
@Slater_Boy Needs to take his ass to sleep... Its grown folks hour on #twitter,neutral
"So ""cutting the cord"" makes podcasts even harder to manage?!? No subscriptions! WTH, @Apple? http://t.co/LD2i871x #iOS5 (via @carrypad)",negative
"how come when #google talks about their #android camera app it's boring, but when #apple does it's ZOMG!!!1",neutral
"Tomorrow a #IPv6 presentatie #NLUUG, #Microsoft dedication to #IPv6",irrelevant
Skype and Microsoft Team Up - A match made in heaven? - http://t.co/lsFTp8RL #microsoft #skype # videoconferencing #socialmedia,neutral
Today very cheap for Hemp For Fuel.And Free shipping for Hemp For Fuel too. http://t.co/8gyJLbMW@Farberware @Apple @Peeler,irrelevant
"#Samsung Galaxy Nexus #smartphone, Android 4.0 Ice Cream Sandwich unveiled by #Google… http://t.co/nds5B4ej #BT",neutral
POLL: http://t.co/9q2Er1w9 Q:R U pissed @Apple banned this video? #Apple #iPhone4S #Siri #F8ball,neutral
@Ayy_Queen #google it lol espn too,neutral
The Great Tech War Of 2012 : http://t.co/RbEvrtfz #Tech #Mobile #2012 #Wireless #Apple #Google #Microsoft,neutral
Prototipo #Microsoft que convierte cualquier superficie en táctil.. asombroso... http://t.co/MltAwZA0,irrelevant
RT @TheMindStrongP: Low back release with the head elevated. Making sure the pelvis is posteriorly rotated. Keeping the head off the ground…,negative
"RT @callmePinoc: RT @Crazy_Golfer: ""If you lose followers on #Twitter don't worry even Jesus lost followers"" ~Unknown #quote via @smqueue",neutral
"RT @jaywalkings: overdue trade with the wonderful @Aledles ✨ !! had a blast trying out some new things with this, i hope you like it!! http…",negative
Why not send a Google card this Christmas? http://t.co/zSfuV48d #xmas #google #squidoo,neutral
"You know you've gone @Apple overboard when you misread a @Yelp review as ""iPad Thai."" #fb",neutral
I like #twitter,positive
RT @MobileTechWorld: Jet Car Stunts Xbox Live game for Windows Phone released http://t.co/csUC7hVH #wp7 #xbox #microsoft,neutral
#microsoft #SBS 2011 disabling third party software #updates via #gpo,negative
RT @PhallicDaddy: Trust in the Lord and do good; dwell in the land and enjoy safe pasture. https://t.co/yt1cB4fRju,positive
#Twitter #Off :( Quizá mañana comenzaré a Twittear desde un movil..Mi nuevo Nokia X2-01!! :),irrelevant
#Google #Android Icecream Sandwich OS for Nexus Prime Released! [LIVE BLOG] | http://t.co/LF03ZKUz #technology #hk,positive
What's wrong with Siri today @apple,negative
@apple please provide support for a Bangla keyboard in iOS. It would make the life of many Bengali iOS users easier! #iphone,neutral
Deiixando o #twitter BOA NOITE a todos qual quer coisa só chamarem no facebook! http://t.co/LOeZAYeE #FUI,irrelevant
Brilliant (if you have a spare 12mins to watch): Have I Shared Too Much? http://t.co/tEwNhhUk #Twitter #LinkedIn #Facebook #in,neutral
@The_DJ_Show #welcome to #twitter my #friend. #hashtags,neutral
So im about to make another #twitter account since this one fucked up,negative
saiiidoooo aqui do #twitter . só Msn agr add aii    danilosooares@hotmail.com  ;DD,irrelevant
How to oranise and sort your emails with the categories feature in #Microsoft #Outlook - http://t.co/NSpqbzFZ,neutral
RT @VisitBrasil: Blue is your perfect vacation destination ✈️💙🇧🇷 #VisitBrasil #pantone2020 #coloroftheyear https://t.co/nUCAwPUBLf,negative
#twitter addict :),positive
"RT @BalmukandDass: #Message_To_AmitabhBachchan
Message of True Worship to
AMITABH BACHCHAN

Without true worship, There can be no peace.
Ta…",negative
Das neue #Google #Galaxy #Nexus haut mich nicht so sehr vom Hocker. Ist meiner Meinung nach nur ein wenig besser als das #SGS2.,irrelevant
Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/F4HwAN6Q,positive
"My Plex is acting up, so I'm wrasslin' with that at the moment. 

Just want Joe Bob to know: Messaged received.… https://t.co/56r84MsHWB",positive
"RT @MatteaMerta: Some say Netflix's 'Cuties' is a whole new low for Hollywood, but the truth is, this what Hollywood has been behind the sc…",negative
"Únase el Martes 8 de Noviembre, a las 11:00 am EST al evento de lanzamiento de #Microsoft #Dynamics #AX2012 para latinoamérica",irrelevant
"#twitter #detik Mengaku Masih Baru di Kabinet, Cicip Baru Siapkan Program Pekan Depan http://t.co/Y3yOaRiN",irrelevant
@IkeMoses She seems to not be able to get over the hump since she got 23....she'll make it to the quarters or semis and lose often now.,negative
@AndroidPolice Duly noted -- I hope AOSP is updated with ICS 4.0. #Android #Google,neutral
"@CriistianZepeda oyendo musica, chat & en #TWITTER",irrelevant
"RT @EdMarkey: Donald Trump should resign, but we know he will not. He must be held accountable, removed from office, and forever condemned…",negative
"RT @chucklesbts: ""lajimolala"" ""rrrrrap monster"" ""rock bison"" ""happy birthday bro"" bts literally have like 5 inside jokes but they never let…",positive
Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/STIfQWTU,neutral
#Google springs #IceCreamSandwich on Samsung #GalaxyNexus smartphone. Android tablets soon? http://t.co/yyU5q0I7 (TabTimes),neutral
@apple thanks apple for ios 5 and losing all my contacts!,negative
Busco más Desarrolladores C# con experiencia también en #Testing para proyecto en #Microsoft http://t.co/IHKhqUQ8 #net #RRHH #empleo,irrelevant
fuck u @apple,negative
#Samsung Galaxy Nexus is now confirmed http://t.co/v4LR34p3 #googlenews #mobile #android40icecreamsandwich #google,neutral
Time for bed good night #twitter,neutral
RT @OKadeState: @Paigemorse1 tweeted!  Its official she is still alive #Twitter,neutral
"Povidani s #Microsoft o #Azure. V Evrope uz je data centrum i v Amsterodamu, chysta se v Nemecku a Rusku. V kazdem pres 250 000 serveru.",irrelevant
i-nexus Named as One of The Telegraph's Top 1000 - Free PR Site (press release) http://t.co/J4AHo3Aa #nexus #one #google,irrelevant
Hoy #Foursquare y #Google+ me patearon las pelotas!,irrelevant
#Twitter Im coming home Im coming home tell the world that Im coming home lls,neutral
RT @gyeoulplaylist: This is living rent free in my mind since may 28th I can't make this shit up how many times I've played this 5 seconds…,negative
"Unwrapping Ice Cream Sandwich on the Galaxy Nexus: (Cross-posted on the Google Mobile blog)
Beaming a vi... http://t.co/Q2mvqxJf #google",neutral
"New #HPVirtualSystem 4 #Microsoft enhances development, deployment & mgmnt of IT http://t.co/Q3cbxvKb",neutral
Microsoft's Kinect brings 'playful learning' to the Xbox 360 http://t.co/AoOj8CaI #microsoft #kinect #xbox #socialmedia,neutral
"@Maria_arshadd you might already know; in Ijma, people are allowed to create change in certain laws through consens… https://t.co/GYaKdub5xp",negative
"Wilth #Accessibility mode on in #SharePoint 2010, it seems that #Workflows sometimes do not start automatically #SP2010 #Workflow #Microsoft",negative
eo tenho a mania de entrar no #TWITTER  i respondeeer as coisas ki mi mandão kkkkkkkkkkkkk,irrelevant
My friend @bm88 found this article on the #ios5 battery drain problem http://t.co/zMX85Fkd @apple,neutral
IHS: iPhone 4S shows key design and component changes. http://t.co/UxfA8Ukg  @apple #apple #iphome4S #ios5,neutral
Waz Sup #Twitter,neutral
#Pearson and #Google take advantage of the profound lack of LMS PD with their new offering http://t.co/4RsRDU4G Also do not do reporting,neutral
"RT @ClaudiaJNg: Featured mom and daughter in this photo are close family friends.

What’s Lost in Bay Area Asian Culture When SF Eviction M…",positive
@LorPan87 non per nulla l'ha comprato la #microsoft...,irrelevant
RT @IdkAkaIdk: @ManUtd Our B team is actually so bad it can't even beat Aston Villa. Truly a wake-up call for the ones in charge dealing wi…,negative
#Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/yRcKQeIs,negative
"Bueno y ya dejen ese ""trasteo masivo"" de frases de #twitter al #facebook ... CREATIVIDAD GENTE! . CREEAAATIIIVIIIDAAAD !",irrelevant
Ça fait des gato : Android Ice Cream Sandwich enfin dévoilé ! http://t.co/ernNQ40w #Android #Galaxy_Nexus #Google,irrelevant
RT @monicaruzza: @king_fizzy & @_Bigrob step your #twitter game up @elijahcrago is starting to catch up,neutral
#google must b having sum underlying reasoning 4 naming products after eatables #eclair #gingerbread #icecream #rawadosa #android,neutral
"#Retail friends, follow @MicrosoftHelps on #Twitter.  A GREAT resource and the official account for @Microsoft #CustomerService & Support!",neutral
"Warning: if iphone apps spontaneously loose data, it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade @apple @marcoarment",negative
"Meu twitter tá ficando velho já, My #twitter age is 285 days 8 hours 52 minutes 40 seconds",neutral
#Microsoft presents #Omnitouch - http://t.co/ui0aD1FJ - Very impressive and futuristic technology!,positive
RT @bmann Awesome! @TommyLee is moving to #Vancouver as Dev Evangelist for #Microsoft - we finally get a local,positive
RT @twandroid SDK dispo aujourd'hui #google #nexusprime,irrelevant
Panoramas sur ICS ! #google #nexusprime,irrelevant
♻ @mariospr: Stand up for your freedom to install free software. Please sign up! http://t.co/YOOTfKTM #gnu #against #microsoft,negative
Looking at some of the new features of #ICS it looks like #Google got some inspiration from #CyanogenMod.,neutral
@Affan Fact! They still do everything better though #google,neutral
On Google+ then go here http://t.co/iLjdQBpT #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral
"Ya tendremos browser con tabs, y nuestros bookmarks se sincronizarán con Chrome! #ics #google",irrelevant
RT @NilanjanaBhuya2: Well ladies of my society came up with this...I am so happy 😃💚..I am sure @itsSSR is smiling at us right from there✨.…,negative
#Twitter Hoje ta #BONBANO só #ELITE poooha,irrelevant
RT @Pocketlint: Ballmer on Nokia: Really looking forward to bunch of new devices next week http://t.co/xjUwssZs #wp7 #nokia #Microsoft,neutral
el #twitter se vuelve Bisiiioo,irrelevant
RT @RoycinD: Face Unlock ! #ICS Literally knows your face! #Google #galaxynexus FAILED !,negative
wow - #Microsoft tech turns your body into a touchscreen http://t.co/5hVBC5Bm via @PSFK,positive
Microsoft Security Essentialの定義ファイルがアップデートしました：1.115.68.0 &gt; http://t.co/lZde20Vy #Microsoft,irrelevant
#Android #Google Need Proof of Verizon’s Galaxy Nexus? http://t.co/jcP7bkvg #DhilipSiva,neutral
Auch Google gefällt das Panda 2.5 Update nicht – Analyse eines Rollbacks « Searchmetrics SEO Blog http://t.co/2LvpBK0J #google #panda #seo,irrelevant
@ShawnWildermuth  #gates #ballmer #nightAtTheRoxbury #microsoft That is so wild!,neutral
.@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn,neutral
Gamit m din pala #twitter now @akosiadrienne haha! (&gt;̯-̮&lt;),irrelevant
@HTC vs @Apple who winning,neutral
#android Google confirma que todos los dispositivos con gingerbread tendrán Ice Cream Sandwich: Y desde ... http://t.co/bUcSI4xy #google,irrelevant
Hackleton: If Red sees us playing nice we can get put together in a pasture! We can have races Surf! Surfer: OK Hac… https://t.co/FEwsiqdUl9,positive
#Google Trademark Poker Full Size Texas Hold’em 83 x 44-Inch Poker Table (Green Felt): Trademark Poke... http://t.co/jICU3KON #wikileaks,irrelevant
#Twitter FDP,neutral
"Una video intervista con la #Microsoft per ""il protagonista dell'innovazione sei tu"" :-) http://t.co/hIgNHuTR",irrelevant
RT @idkbria: there's just something really funny about eve speaking in a sleepy voice and then muting his mic for a period without warning…,positive
#fuckyoumean #Pittsburgh don't got the best #twitter.,neutral
Creo k ya me saldre de #Twitter,irrelevant
I ♥ @Apple http://t.co/a8on3IAa,positive
Android 4.0 Ice Cream Sandwich ya es oficial http://t.co/uZ7qqU1J #android #google #androidve #tecnologia #vendroid #usoandroid,irrelevant
#Microsoft excludes tablets from its holiday advertising #push: Fresh details of Microsoft’s… http://t.co/SXFPd9Xj,neutral
Shout-out to @Legally_Becky ! Cause she's a #coolcollegekid with a #twitter now ;D FOLLOW HER.,neutral
“@NoVaTyler: @Foreverfit4u amazing how quickly apple went down the poop tube” It couldn't have 2do w/operator error! #sarcasm Still ❤ @apple,neutral
"RT @McTroid: Jokes on you guys, I already got the Mario collection a week in advance!

Mario 64 IS in full screen after all... https://t.co…",negative
I would be a lot happier if #Microsoft Word didn't freeze every 5 minutes.,negative
Check out this great Blog w/ Tips from #YouSendIt - what 2 Consider When Migrating 2 #Microsoft Exchange 2010 http://t.co/eeF3780B @YSI,neutral
"Dear @apple, yesterday you sucked. Today you're awesome! Thanks LP Apple store, crash and burn mich ave store.",neutral
@Legally_Becky WOOOOOO Becky finally has a #twitter :D,neutral
"#FB no es mi amigo, por eso mejor #Twitter , al menos ahorita",irrelevant
I didn't intentionally send my white ignorance out to pasture. However I'm not going to delete it. From one side to… https://t.co/c2Nv0iPn7t,negative
@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO,negative
@loveguru_b i miss my #twitter boo,positive
Sigo resentida porque yo quería ver solamente a cobra ☺ @Evenpro para la próxima no metan tanto la pata! #Twitter OFF,irrelevant
"Hey, #google!  You lied.  #android 4.0 platform is not up as a link yet.  But I found it. http://t.co/v5WG698V #ics #sdk",neutral
@WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/5FiP2vVg or ping me #in,neutral
"#Google stellt #Android 4.0 Ice Cream Sandwich offiziell vor, #SDK jetzt verfügbar http://t.co/R6aEQ4fH",irrelevant
V. impressed w/ Image Composite Editor from @MSFTresearch for creating panoramas from individual images. http://t.co/SO7W7spn Tx #Microsoft!,positive
I'm suspecting @Apple timed the health-decline of my iPhone 4 perfectly with the iPhone 4s release... My battery is seriously ailing.,negative
#microsoft @diggita Microsoft - Bill Gates in tribunale: sotto accusa Windows 95 (isarenas) http://t.co/nXDd3dCZ,irrelevant
Hasta Mañana Que Descansen #Twitter Off !!,irrelevant
"#Google has made search more #secure, this change #encrypts your search queries and Google's result pages.  Read more: http://t.co/Rnnjwo6r",neutral
"RT @fdruel: Une nouvelle interface #haptique signée #Microsoft et #CanergieMellon : #OmniTouch. Tactile et ""wearable"" (cc @Billaut) http ...",irrelevant
"TypeBuilder be gone, Roslyn CTP is here! Creating types without TypeBuilder! http://t.co/cilZFP9B #Roslyn #Microsoft",irrelevant
"Wow, worst @apple customer service experience ever. Arrogant and inept. Bad combo, Biltmore Apple store.",negative
So im chillin at work finally gettin a chance 2 be on #Twitter wat I miss so far?¿,neutral
Dr. Ogalinski - El Proyecto #OmniTouch de #Microsoft: todo el mundo es un touchscreen http://t.co/qzt26Gj8,irrelevant
Twitter Buzz Builds for the Occupy Wall Street Movement [CHARTS] http://t.co/E44Qd1u2 #Twitter,neutral
Bah! Genius BAR // RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn,neutral
non conductive #surface become #multitouch. #touch #gestures: #microsoft #windows 7 @ #nui #apps http://t.co/Ygpnusfv,neutral
"facebook oof , #twitter of... night night every1!",neutral
awwwns Qeriido #Twitter! Grasiias poqe en ti puedo desahoqar miis indirectaaas!:D,irrelevant
#Microsoft Community Blogs The 7/365 Review - The Cloud's Impact on Business http://t.co/gPB2MjFW,neutral
Android Ice Cream Sandwich and Galaxy Nexus: Everything You Need to Know - http://t.co/MSqsVMDK #google,neutral
Ehhhh-.- yOO Diiqooo lO que quiierooo xk es Miii #Twitter :(,irrelevant
RT @iancollinsuk: Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @apple ...,neutral
"http://t.co/9SWZtOM6 
#Twitter, faster than #earthquakes
تويتر أسرع من الزلزال! #funny #fast #tweet #earthquick #LOL",irrelevant
#Google no compartirá las consultas de búsquedas con otros sitios web http://t.co/fNPiO6wz,irrelevant
#microsoft #edu UD School Board seats up for grabs - Delaware County Daily Times http://t.co/YCXCo5kK,neutral
Steve #Bullmer says it's hard for him to get excited about #android phones...even though #Microsoft makes loads of money off of their sales.,neutral
"@semiautomatic_C Nah, she made the semis and lost in three sets to the woman who took Osaka to three sets. She’s no… https://t.co/QAgt4bQu2i",negative
RT @extremejohn Stuck on Facebook? I’m so sorry.  http://t.co/aGHbaQmn #Twitter #Google  #Facebook,neutral
LMAO i scummed on this guy so hard im sorry we talked over mic and i never talk to delet my bot,positive
total time on the phone with @apple: 1 hour 27 minutes. let's see how this goes.,negative
RT: RT @EvelineHorbach: Terug van evaluatie learning circles bij #microsoft onder bezielend leiderschap van… http://t.co/apo4UNhb,irrelevant
ESA propaganda de #ICSNexus ya me aburrio q me dan ganas de decir q lo unico q aprecio de android es el browser q trae para abrir #Google,irrelevant
"ICS looks awesome, please let me have it on my phone!  #android #google #motorola",positive
"""3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo."" @MikeShatzkin http://t.co/1ndxcMO1 #dbw #metacon",neutral
RT @twandroid: Des boutons virtuels... #google #nexusprime,irrelevant
I just installed Twidroyd for #Twitter on my #Android Phone - It's #Free and you can mute users :) http://t.co/JlrUWRf6,neutral
RT @AndroidTopNews: Steve Ballmer: Android is for computer science geeks http://t.co/o7vJl4Tl #News #android #google #microsoft #steve_b ...,neutral
"RT @WhoresofYore: I’m think it says Phil Cunt was a ‘boatsman’ (top listing), but I could be wrong. Do let me know if you read this differe…",negative
#Twitter is hella funny when got people on here you grew up with....lmao,neutral
"RT @Saptha: When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail",negative
#Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/6PHh3Jb6,negative
#Google #News: Unwrapping Ice Cream Sandwich on the Galaxy Nexus: (Cross-posted on the Google Mob... http://t.co/AgC6PCz7 #harshgandhitk,neutral
RT @KelseyPopovich: Really what it comes down to is the type of vegetation and climate that we’re dealing with. The areas burning in #Orego…,negative
but seriously @apple finance me a damn phone you greedy bastards! OR Santa...get your jolly ass in gear and get us a 4S - white plz,negative
"@coatgal @apple Paul had a chat with an advisor explained the problem : cost £120 repair !!
BUT wait for it , drumroll . . . .",neutral
New Galaxy Nexus: OS Improvements -  Stacks & Scrolling introduced for widgets  for richer content #samsung #google #android bit.ly/nEJbyE,positive
"Will watch this one with interest! RT @RossMistry: #Microsoft Codename ""Data Explorer"" CTP Coming Next Month  http://t.co/vpQOyXWa",positive
